Image_Name,Area_mm2,Perimeter_mm,Diameter_mm,Roundness,Aspect_Ratio,Solidity,Convexity,Particle_Count,Target
RRC_Lx2_scr_DMSO_28.09.23_4x_12.tif,493.1248,88.7486,28.7994,0.7868,1.2331,0.9742,1.0916,6,Healthy
RRC_Lx2_sh_REG+TGFB_28.09.23_4x_24.tif,486.7954,89.9378,28.6109,0.7563,1.0559,0.9682,1.107,3,Healthy
RRC_Lx2_sh_REG+TGFB_28.09.23_4x_18.tif,288.1833,68.5153,21.4153,0.7714,1.0171,0.9664,1.1064,2,Healthy
RRC_Lx2_scr_REG+_28.09.23_4x_25.tif,440.5225,84.3483,26.3891,0.7781,1.1326,0.9673,1.0948,1,Healthy
RRC_Lx2_sh_DMSO+TGFB_28.09.23_4x_8.tif,472.8919,85.625,26.695,0.8105,1.126,0.978,1.0827,3,Healthy
RRC_Lx2_sh_REG+TGFB_28.09.23_4x_19.tif,299.0071,67.599,21.2347,0.8223,1.1151,0.9758,1.0798,3,Healthy
Huh7_Lx2_sh_REG+_28.09.23_4x_29.tif,277.4491,66.913,20.8697,0.7787,1.0731,0.964,1.0941,0,Healthy
RRC_Lx2_sh_DMSO_28.09.23_4x_11.tif,626.9208,105.4025,31.6292,0.7091,1.0193,0.9493,1.1396,0,Healthy
HuH7_Lx2_scr_DMSO+TGFB_051023_4x_23.tif,1133.251,144.9951,42.0179,0.6774,1.0292,0.9614,1.1795,0,Healthy
RRC_Lx2_scr_REG+TGFB_28.09.23_4x_21.tif,456.3535,84.4799,26.1465,0.8035,1.0437,0.9752,1.0873,2,Healthy
RRC_Lx2_sh_REG+_28.09.23_4x_32.tif,414.9767,79.5021,24.7452,0.825,1.1294,0.982,1.0821,0,Healthy
RRC_Lx2_sh_REG+_28.09.23_4x_26.tif,570.7169,94.1059,29.0602,0.8098,1.0751,0.9769,1.0844,1,Healthy
RRC_Lx2_sh_REG+_28.09.23_4x_29_1.tif,608.3653,97.2723,29.8516,0.808,1.0181,0.9787,1.0902,0,Healthy
RRC_Lx2_scr_DMSO+TGFB_021023_4x_1.tif,584.2898,94.2808,28.4693,0.826,1.0362,0.9817,1.0842,2,Healthy
RRC_Lx2_scr_REG+TGFB_28.09.23_4x_19.tif,458.6857,86.4729,26.1792,0.7708,1.0451,0.9694,1.1094,3,Healthy
RRC_Lx2_sh_DMSO_28.09.23_4x_15.tif,599.3919,96.5797,30.6676,0.8075,1.0466,0.976,1.0785,1,Healthy
RRC_Lx2_scr_DMSO+TGFB_28.09.23_4x_8.tif,533.3649,94.2092,28.7213,0.7552,1.1095,0.9643,1.1118,1,Healthy
Huh7_Lx2_scr_DMSO+TGFB_021023_4x_23.tif,858.2762,119.1966,36.3085,0.7591,1.0695,0.9744,1.1205,1,Healthy
RRC_Lx2_sh_REG+TGFB_28.09.23_4x_21.tif,534.7519,101.6074,30.3576,0.6509,1.1262,0.9385,1.1602,6,Healthy
RRC_Lx2_sh_REG+TGFB_28.09.23_4x_20.tif,277.9124,67.7102,20.7806,0.7617,1.0334,0.9646,1.1102,6,Healthy
Huh7_Lx2_scr_DMSO+TGFB_021023_4x_22.tif,539.9012,92.0531,28.705,0.8007,1.0172,0.9757,1.0916,2,Healthy
RRC_Lx2_sh_DMSO_28.09.23_4x_14.tif,579.4092,102.3408,30.8763,0.6952,1.0024,0.964,1.1539,1,Healthy
RRC_Lx2_scr_REG+TGFB_28.09.23_4x_18.tif,431.0857,82.8112,25.1878,0.7899,1.0905,0.9723,1.0997,1,Healthy
RRC_Lx2_scr_REG+TGFB_28.09.23_4x_24.tif,343.8405,80.7518,25.3039,0.6626,1.2543,0.9406,1.1453,1,Healthy
HuH7_Lx2_scr_DMSO+TGFB_051023_4x_24.tif,1357.0291,156.055,46.1806,0.7002,1.0852,0.9628,1.1523,2,Healthy
RRC_Lx2_sh_REG+TGFB_28.09.23_4x_22.tif,490.9285,89.3695,28.3162,0.7724,1.1217,0.9688,1.1044,3,Healthy
RRC_Lx2_sh_REG+TGFB_28.09.23_4x_23.tif,448.6558,84.4707,25.6105,0.7902,1.0226,0.9732,1.0989,2,Healthy
Huh7_Lx2_scr_DMSO+TGFB_021023_4x_21.tif,16.8936,252.0552,38.5862,0.0033,1.0334,0.0165,2.1987,1,Healthy
Huh7_Lx2_sh_DMSO+TGFB_28.09.23_4x_12.tif,434.2457,85.6822,26.1742,0.7433,1.0034,0.944,1.1073,2,Healthy
Huh7_Lx2_sh_DMSO+TGFB_28.09.23_4x_10.tif,377.8811,79.71,23.7884,0.7474,1.051,0.958,1.1168,3,Healthy
RRC_Lx2_sh_DMSO_021023_4x_14.tif,951.2112,120.9705,37.0295,0.8168,1.0396,0.9802,1.0876,2,Healthy
Huh7_Lx2_scr_DMSO_021023_4x_20.tif,834.6146,114.5122,34.6893,0.7998,1.0539,0.9762,1.095,0,Healthy
Huh7_Lx2_sh_DMSO+TGFB_28.09.23_4x_11.tif,483.6107,88.7709,27.3507,0.7712,1.0261,0.97,1.1077,1,Healthy
RRC_Lx2_sh_DMSO_061023_4x_15.tif,973.1028,123.5792,37.6694,0.8007,1.0274,0.979,1.0978,0,Healthy
RRC_Lx2_sh_DMSO_061023_4x_11.tif,1129.257,131.6141,39.5107,0.8192,1.0002,0.981,1.0886,2,Healthy
Huh7_Lx2_scr_DMSO_021023_4x_18.tif,873.0817,124.0954,36.9905,0.7124,1.0597,0.9568,1.138,1,Healthy
HuH7_Lx2_scr_DMSO_051023_4x_20.tif,1345.6493,224.2659,50.7295,0.3362,1.2524,0.8754,1.5501,2,Healthy
RRC_Lx2_sh_DMSO_021023_4x_11.tif,866.0048,116.3065,35.0157,0.8045,1.0208,0.9798,1.0965,1,Healthy
RRC_Lx2_scr_DMSO_061023_4x_10.tif,921.937,121.183,37.2137,0.7889,1.1245,0.9741,1.0952,0,Healthy
Huh7_Lx2_scr_DMSO_021023_4x_19.tif,809.9769,114.7207,34.6665,0.7734,1.0866,0.9714,1.1022,1,Healthy
RRC_Lx2_scr_REG+TGFB_28.09.23_4x_17_1.tif,503.8528,91.8558,28.2613,0.7504,1.124,0.9691,1.1152,3,Healthy
HuH7_Lx2_sh_DMSO_051023_4x_4.tif,903.1807,119.4492,38.1029,0.7955,1.0289,0.9776,1.0881,1,Healthy
Huh7_Lx2_sh_DMSO_021023_4x_4.tif,768.2571,112.4891,33.2608,0.7629,1.0429,0.9734,1.1229,1,Healthy
Huh7_Lx2_scr_DMSO_021023_4x_17.tif,760.8528,110.646,33.3385,0.781,1.02,0.9734,1.1041,0,Healthy
HuH7_Lx2_scr_DMSO_051023_4x_13.tif,1055.35,129.0692,38.6773,0.7961,1.0371,0.9818,1.1025,1,Healthy
HuH7_Lx2_sh_DMSO+TGFB_051023_4x_10.tif,1092.3992,130.5853,40.348,0.805,1.0668,0.9764,1.0917,0,Healthy
Huh7_Lx2_scr_DMSO_021023_4x_16.tif,967.5272,127.4092,38.4874,0.749,1.0498,0.9717,1.1273,2,Healthy
HuH7_Lx2_sh_DMSO_021023_4x_5.tif,926.9967,128.4281,37.3874,0.7063,1.0814,0.9654,1.158,0,Healthy
Huh7_Lx2_scr_DMSO_021023_4x_14.tif,1020.8863,138.5118,41.8538,0.6687,1.1433,0.9495,1.1668,2,Healthy
Huh7_Lx2_scr_DMSO_021023_4x_15.tif,922.493,118.8632,36.0783,0.8205,1.0295,0.9781,1.0798,2,Healthy
HuH7_Lx2_sh_DMSO_021023_4x_6.tif,888.0231,123.7377,37.33,0.7288,1.004,0.9662,1.1312,2,Healthy
HuH7_Lx2_sh_DMSO_051023_4x_6.tif,1066.0286,130.6807,39.0104,0.7844,1.0009,0.9778,1.1065,0,Healthy
HuH7_Lx2_sh_DMSO_051023_4x_2.tif,879.7508,121.7342,36.4914,0.746,1.0432,0.9652,1.1189,0,Healthy
Huh7_Lx2_sh_DMSO_021023_4x_2.tif,768.0872,114.5136,33.7015,0.736,1.0613,0.9646,1.1269,3,Healthy
HuH7_Lx2_scr_DMSO_051023_4x_15.tif,1222.6245,148.5061,42.8833,0.6966,1.0057,0.9556,1.1566,2,Healthy
HuH7_Lx2_scr_DMSO_051023_4x_14.tif,2169.6532,298.1499,61.3015,0.3067,1.1789,0.877,1.658,6,Healthy
Huh7_Lx2_sh_DMSO+TGFB_021023_4x_10.tif,756.2626,112.7435,34.1794,0.7477,1.0931,0.9652,1.1187,2,Healthy
Huh7_Lx2_scr_DMSO_021023_4x_13.tif,964.083,126.6134,36.7446,0.7557,1.0416,0.9748,1.1275,0,Healthy
Huh7_Lx2_sh_DMSO+TGFB_021023_4x_11.tif,984.2726,127.8729,37.8112,0.7564,1.0216,0.9699,1.1228,1,Healthy
Huh7_Lx2_sh_REG+TGFB_28.09.23_4x_21.tif,390.5058,78.7319,24.9002,0.7917,1.158,0.9665,1.0903,1,Healthy
RRC_Lx2_scr_DMSO+TGFB_28.09.23_4x_7.tif,651.4072,113.2388,34.8278,0.6384,1.0133,0.9224,1.1583,1,Healthy
RRC_Lx2_sh_DMSO+TGFB_28.09.23_4x_3.tif,400.2237,80.8676,25.3759,0.7691,1.0368,0.9643,1.0996,0,Healthy
RRC_Lx2_sh_DMSO+TGFB_28.09.23_4x_2.tif,343.7448,73.4569,22.752,0.8005,1.0305,0.9688,1.0915,1,Healthy
RRC_Lx2_sh_DMSO_28.09.23_4x_9.tif,587.7217,96.1909,29.1763,0.7982,1.0773,0.9732,1.094,4,Healthy
RRC_Lx2_sh_DMSO+TGFB_021023_4x_1.tif,656.2476,101.4725,30.6503,0.8009,1.053,0.9777,1.0974,1,Healthy
RRC_Lx2_scr_DMSO+TGFB_28.09.23_4x_6.tif,549.9836,93.8678,28.1972,0.7844,1.0452,0.9725,1.1027,1,Healthy
Huh7_Lx2_sh_DMSO_28.09.23_4x_1.tif,373.5812,76.9455,24.0163,0.7929,1.0704,0.9727,1.0937,0,Healthy
RRC_Lx2_sh_DMSO_061023_4x_9.tif,1185.3374,139.3964,40.807,0.7666,1.0178,0.9744,1.1194,3,Healthy
HuH7_Lx2_scr_DMSO+TGFB_021023_4x_4.tif,934.3886,124.7452,38.8002,0.7546,1.0935,0.971,1.114,1,Healthy
HuH7_Lx2_scr_DMSO+TGFB_051023_4x_4.tif,993.7712,135.8171,38.914,0.677,1.0822,0.9618,1.1788,2,Healthy
RRC_Lx2_scr_DMSO+TGFB_28.09.23_4x_4.tif,379.8272,76.4897,23.1656,0.8158,1.0125,0.9775,1.0853,5,Healthy
RRC_Lx2_scr_DMSO_28.09.23_4x_9.tif,589.1241,97.8234,30.1379,0.7736,1.0189,0.9674,1.1005,0,Healthy
RRC_Lx2_sh_DMSO+TGFB_28.09.23_4x_1.tif,348.8632,74.8749,22.5167,0.782,1.0486,0.9718,1.1055,0,Healthy
Huh7_Lx2_sh_REG+_28.09.23_4x_20.tif,377.5444,76.5469,24.1175,0.8097,1.0239,0.9685,1.0786,4,Healthy
RRC_Lx2_scr_DMSO+TGFB_28.09.23_4x_5.tif,534.6407,112.9928,31.8796,0.5262,1.1349,0.9008,1.2607,1,Healthy
RRC_Lx2_sh_DMSO+TGFB_021023_4x_2.tif,617.5056,96.1975,29.2235,0.8385,1.027,0.9823,1.0771,0,Healthy
Huh7_Lx2_sh_DMSO_28.09.23_4x_2.tif,3.2002,156.2705,25.682,0.0016,1.0098,0.0074,2.0748,2,Healthy
Huh7_Lx2_sh_REG+TGFB_28.09.23_4x_23.tif,310.9429,68.7376,20.667,0.827,1.0058,0.9775,1.0811,0,Healthy
HuH7_Lx2_scr_DMSO+TGFB_021023_4x_1.tif,58.4188,280.4104,41.5605,0.0093,1.035,0.0484,2.2548,0,Healthy
Huh7_Lx2_sh_REG+TGFB_28.09.23_4x_27.tif,495.4137,92.5385,28.4969,0.727,1.1158,0.9541,1.123,2,Healthy
HuH7_Lx2_scr_DMSO+TGFB_051023_4x_1.tif,1100.5202,143.4166,40.6554,0.6724,1.1007,0.9539,1.179,1,Healthy
RRC_Lx2_sh_DMSO+TGFB_021023_4x_6.tif,755.5769,107.5922,33.734,0.8202,1.1429,0.9833,1.0869,0,Healthy
RRC_Lx2_scr_DMSO+TGFB_28.09.23_4x_1.tif,296.6934,68.312,20.7719,0.799,1.0317,0.9722,1.0917,6,Healthy
Huh7_Lx2_sh_REG+_28.09.23_4x_18.tif,274.6814,66.1494,20.0076,0.7888,1.0027,0.9638,1.0945,1,Healthy
RRC_Lx2_sh_DMSO+TGFB_28.09.23_4x_5.tif,503.7045,87.9928,28.062,0.8175,1.138,0.9809,1.0838,2,Healthy
RRC_Lx2_sh_DMSO+TGFB_28.09.23_4x_4.tif,383.7502,79.6988,23.9772,0.7592,1.0039,0.9552,1.1105,1,Healthy
RRC_Lx2_scr_REG+_28.09.23_4x_28.tif,354.7477,91.7861,27.5977,0.5291,1.3853,0.8914,1.2362,1,Healthy
Huh7_Lx2_sh_REG+_28.09.23_4x_19.tif,27.3745,164.0057,26.1189,0.0128,1.026,0.0645,2.2076,2,Healthy
Huh7_Lx2_sh_REG+_28.09.23_4x_31.tif,288.7918,71.7658,21.331,0.7046,1.0093,0.947,1.1388,2,Healthy
RRC_Lx2_sh_DMSO_28.09.23_4x_16_1.tif,631.1466,103.2445,32.1598,0.7441,1.0002,0.9551,1.1129,1,Healthy
Huh7_Lx2_sh_REG+TGFB_28.09.23_4x_26.tif,482.7303,95.6128,27.8504,0.6636,1.0125,0.9508,1.1762,2,Healthy
HuH7_Lx2_scr_DMSO+TGFB_021023_4x_2.tif,1050.5374,140.5521,40.3424,0.6683,1.0756,0.9488,1.1774,5,Healthy
RRC_Lx2_sh_REG+_28.09.23_4x_28.tif,552.6031,93.039,30.186,0.8022,1.1488,0.977,1.0862,0,Healthy
Huh7_Lx2_sh_DMSO_28.09.23_4x_5.tif,464.771,84.3549,26.7664,0.8208,1.1099,0.9755,1.0772,2,Healthy
RRC_Lx2_scr_DMSO+TGFB_28.09.23_4x_2.tif,380.689,77.1869,23.2698,0.803,1.0396,0.9729,1.0921,1,Healthy
RRC_Lx2_sh_DMSO+TGFB_021023_4x_5.tif,760.754,107.5764,32.9593,0.8261,1.0672,0.9831,1.0843,2,Healthy
RRC_Lx2_sh_REG+TGFB_28.09.23_4x_17.tif,268.8247,66.5605,20.0982,0.7625,1.1256,0.9657,1.1108,1,Healthy
RRC_Lx2_sh_DMSO+TGFB_28.09.23_4x_6.tif,468.0021,84.766,28.1033,0.8185,1.1476,0.9795,1.0781,0,Healthy
RRC_Lx2_sh_DMSO+TGFB_28.09.23_4x_7.tif,497.7335,87.2463,26.7462,0.8217,1.008,0.9788,1.0821,2,Healthy
Huh7_Lx2_sh_REG+_28.09.23_4x_32.tif,379.8024,79.483,23.7531,0.7555,1.0177,0.9527,1.1086,0,Healthy
RRC_Lx2_sh_DMSO+TGFB_021023_4x_4.tif,702.119,102.5776,30.7761,0.8385,1.0019,0.9839,1.08,2,Healthy
RRC_Lx2_scr_DMSO+TGFB_28.09.23_4x_3.tif,509.9226,91.8433,27.8006,0.7597,1.0947,0.9686,1.1151,1,Healthy
Huh7_Lx2_sh_DMSO_28.09.23_4x_4.tif,471.0015,85.6408,27.2664,0.807,1.0276,0.9767,1.0839,1,Healthy
HuH7_Lx2_scr_DMSO+TGFB_021023_4x_3.tif,1282.4734,159.2287,44.6424,0.6356,1.0665,0.9598,1.2096,2,Healthy
