Image_Name,Area_mm2,Perimeter_mm,Diameter_mm,Roundness,Aspect_Ratio,Solidity,Convexity,Particle_Count,Target
HuH7_Lx2_scr_DMSO_051023_10x_19.tif,6131.2268,610.1552,125.2738,0.207,1.3449,0.8842,1.861,11,Extremely Death
HuH7_Lx2_scr_REG+TGFB_051023_10x_6.tif,5837.8633,860.1333,123.2134,0.0992,1.3449,0.8134,2.6033,14,Extremely Death
RRC_Lx2_scr_REG+TGFB_021023_10x_18.tif,3397.7328,454.6763,81.7581,0.2065,1.3323,0.8606,1.9779,17,Extremely Death
RRC_Lx2_sh_REG+TGFB_061023_10x_24.tif,5194.6604,644.1985,105.4928,0.1573,1.2029,0.8826,2.2108,10,Extremely Death
RRC_Lx2_scr_REG+TGFB_021023_10x_19.tif,4010.4166,528.6391,92.9344,0.1803,1.3829,0.8433,2.073,15,Extremely Death
HuH7_Lx2_scr_DMSO_051023_10x_18.tif,7246.6606,708.669,125.2738,0.1813,1.3449,0.965,2.0368,63,Extremely Death
RRC_Lx2_sh_REG+_061023_10x_27.tif,6649.5608,1044.6895,125.2738,0.0766,1.3449,0.8936,3.0427,123,Extremely Death
RRC_Lx2_scr_REG+_061023_10x_30.tif,6529.2975,1047.6411,117.8142,0.0748,1.3449,0.9129,3.1546,29,Extremely Death
RRC_Lx2_scr_REG+_061023_10x_29.tif,5665.8226,1122.7313,115.4425,0.0565,1.3449,0.8455,3.6304,32,Extremely Death
RRC+LX2sh_DMSO_1_140623.tif,3700.4436,272.3003,80.2302,0.6271,1.0895,0.9335,1.1858,12,Extremely Death
HuH7_Lx2_scr_REG+TGFB_051023_10x_31.tif,4309.8437,980.3989,107.1199,0.0563,1.2829,0.6957,3.2492,25,Extremely Death
RRC_Lx2_scr_REG+_061023_10x_28.tif,3621.9063,1085.9607,106.3542,0.0386,1.6719,0.6872,3.791,14,Extremely Death
HUH7+LX2scr_REG_1_140623.tif,4372.8528,449.6519,95.9624,0.2718,1.0337,0.9069,1.7284,5,Extremely Death
RRC_Lx2_sh_REG+_061023_10x_29.tif,4746.8201,1296.9878,108.4401,0.0355,1.2692,0.7503,4.2677,33,Extremely Death
HuH7_Lx2_scr_DMSO_051023_10x_16.tif,6717.3083,600.1274,115.9618,0.2344,1.3165,0.962,1.8467,20,Extremely Death
RRC_Lx2_scr_REG+TGFB_021023_10x_17.tif,4027.86,446.2943,88.042,0.2541,1.2281,0.904,1.8128,13,Extremely Death
RRC_Lx2_sh_REG+_061023_10x_28.tif,7151.3717,808.655,125.2738,0.1374,1.3449,0.9517,2.3115,123,Extremely Death
HuH7+LX2_SCR_REG_2_170623_10x.tif,3178.7859,377.1979,74.8972,0.2808,1.1932,0.8895,1.7336,8,Extremely Death
Huh7_Lx2_sh_REG+TGFB_021023_10x_22.tif,5350.2493,487.7425,118.0255,0.2826,1.3449,0.8635,1.5909,11,Extremely Death
HuH7_Lx2_scr_REG+_051023_10x_27.tif,5092.9743,1671.5877,116.3404,0.0229,1.3449,0.7516,5.3482,89,Extremely Death
HuH7_Lx2_sh_REG+TGFB_051023_10x_21.tif,4729.2129,1260.7721,106.5028,0.0374,1.2871,0.7594,4.2503,30,Extremely Death
RRC_Lx2_scr_REG+TGFB_061023_10x_17.tif,4581.5597,953.3519,122.9523,0.0633,1.3144,0.7278,3.0557,27,Extremely Death
HuH7_Lx2_sh_DMSO_051023_10x_7.tif,7142.0214,717.4234,118.5714,0.1744,1.3449,0.9669,2.1383,20,Extremely Death
HuH7_Lx2_sh_REG+_051023_10x_20.tif,5750.0868,1034.9007,114.9057,0.0675,1.326,0.8384,3.2352,66,Extremely Death
RRC_Lx2_scr_REG+_021023_10x_29.tif,4311.6632,481.8812,114.1251,0.2333,1.6428,0.8786,1.7482,9,Extremely Death
HuH7_Lx2_sh_REG+_051023_10x_19.tif,4996.592,1262.209,109.0851,0.0394,1.2376,0.789,4.1239,83,Extremely Death
HuH7_Lx2_sh_REG+TGFB_051023_10x_27.tif,5733.3724,1273.2091,113.4651,0.0444,1.2787,0.8373,3.9922,39,Extremely Death
HuH7_Lx2_sh_REG+TGFB_051023_10x_26.tif,5619.2685,1317.157,116.632,0.0407,1.3449,0.7982,4.1098,37,Extremely Death
HuH7_Lx2_sh_REG+_051023_10x_30.tif,4164.6679,1777.3504,120.358,0.0166,1.3449,0.5597,5.2212,35,Extremely Death
HuH7+LX2_SCR_REG_1_170623_10x.tif,2698.8758,349.0637,74.4831,0.2783,1.1654,0.8387,1.6771,3,Extremely Death
Huh7_Lx2_sh_REG+TGFB_021023_10x_27.tif,4873.3571,1305.8646,112.8743,0.0359,1.3091,0.785,4.2751,62,Extremely Death
HuH7_Lx2_sh_REG+TGFB_051023_10x_25.tif,4953.4358,881.6363,124.5181,0.0801,1.3449,0.8344,2.9325,41,Extremely Death
