Image_Name,Area_mm2,Perimeter_mm,Diameter_mm,Roundness,Aspect_Ratio,Solidity,Convexity,Particle_Count,Target
HuH7_Lx2_scr_REG+TGFB_051023_10x_7.tif,3995.4165,458.8654,85.2114,0.2385,1.0226,0.9046,1.8974,16,Slightly Death
RRC+LX2scr_REG_1_140623.tif,3513.1773,261.4674,88.0502,0.6458,1.5567,0.9462,1.1288,7,Slightly Death
HuH7_Lx2_scr_REG+TGFB_051023_10x_29.tif,2630.8348,513.6862,69.4739,0.1253,1.0799,0.8604,2.564,13,Slightly Death
RRC+LX2_SH_DMSO_8_170623_10x.tif,4129.0674,439.9361,85.152,0.2681,1.162,0.922,1.8084,6,Slightly Death
Huh7_Lx2_sh_DMSO+TGFB_28.09.23_10x_13.tif,2761.0261,279.6576,69.4236,0.4436,1.0606,0.9381,1.4219,6,Slightly Death
RRC+LX2scr_DMSO_7_140623.tif,3516.4639,259.8014,74.5015,0.6547,1.0757,0.9612,1.1786,16,Slightly Death
HuH7_Lx2_scr_REG+TGFB_021023_10x_32.tif,3920.7898,623.2574,82.69,0.1268,1.1183,0.8933,2.5979,21,Slightly Death
HuH7_Lx2_scr_REG+TGFB_021023_10x_30.tif,3013.4297,524.2533,72.2411,0.1378,1.1211,0.8778,2.4602,27,Slightly Death
HuH7+LX2_SCR_DMSO_2_200623_10x.tif,4670.6397,514.235,94.0361,0.222,1.2229,0.8923,1.9377,6,Slightly Death
HuH7+LX2_SCR_REG_3_170623_10x.tif,3353.8569,316.2413,73.8256,0.4214,1.153,0.9431,1.4756,7,Slightly Death
HuH7_Lx2_scr_REG+TGFB_051023_10x_8.tif,4640.7476,575.7201,90.8847,0.1759,1.1493,0.8879,2.1863,19,Slightly Death
RRC_Lx2_sh_REG+TGFB_061023_10x_17.tif,2542.1749,425.7055,69.647,0.1763,1.2383,0.8425,2.1303,24,Slightly Death
HuH7_Lx2_scr_DMSO_051023_10x_17.tif,5223.9347,356.66,90.8803,0.5161,1.1966,0.9656,1.3351,11,Slightly Death
HuH7+LX2_SCR_REG_2_200623_10x.tif,2755.5184,398.6782,73.7599,0.2179,1.056,0.8534,1.8968,6,Slightly Death
HuH7_Lx2_scr_REG+TGFB_021023_10x_31.tif,3798.4075,372.2005,78.7861,0.3446,1.2054,0.9435,1.6301,4,Slightly Death
HuH7_Lx2_scr_REG+TGFB_021023_10x_8.tif,3526.9047,517.0471,79.4733,0.1658,1.0619,0.8728,2.2355,8,Slightly Death
HuH7+LX2_SCR_DMSO_2_170623_10x.tif,3261.2648,244.3426,74.7919,0.6864,1.2652,0.9804,1.1553,5,Slightly Death
HUH7+LX2scr_DMSO_1_140623.tif,4428.2567,1113.5185,104.1199,0.0449,1.2534,0.8184,3.859,5,Slightly Death
HUH7+LX2scr_REG_4_140623.tif,3484.8699,710.5749,83.7237,0.0867,1.1404,0.811,2.9667,10,Slightly Death
HuH7_Lx2_scr_DMSO+TGFB_051023_10x_2.tif,5818.0228,394.4637,94.3157,0.4699,1.2261,0.9784,1.4134,16,Slightly Death
HuH7+LX2_SCR_REG_4_200623_10x.tif,4495.8034,915.9942,125.2738,0.0673,1.3449,0.6912,2.9093,4,Slightly Death
RRC_Lx2_scr_DMSO+TGFB_061023_10x_8.tif,5820.5187,822.5778,117.515,0.1081,1.286,0.9115,2.7091,13,Slightly Death
HuH7_Lx2_scr_DMSO+TGFB_051023_10x_3.tif,6103.5248,319.5954,96.105,0.7509,1.2713,0.9877,1.1124,15,Slightly Death
RRC_Lx2_sh_REG+_021023_10x_28.tif,4932.6192,421.8915,90.6269,0.3482,1.1472,0.9502,1.6176,20,Slightly Death
RRC_Lx2_sh_REG+TGFB_021023_10x_17.tif,1894.8977,384.9048,55.5035,0.1607,1.086,0.8888,2.3151,10,Slightly Death
RRC+LX2sh_REG_1_140623.tif,3048.9128,224.005,73.1781,0.7636,1.4053,0.982,1.1006,11,Slightly Death
Huh7_Lx2_sh_DMSO_021023_10x_1.tif,5367.2047,727.157,107.2011,0.1276,1.2271,0.8841,2.4303,5,Slightly Death
HuH7_Lx2_scr_REG+_051023_10x_26.tif,3188.5162,838.0356,96.0857,0.0571,1.0221,0.6948,3.2725,26,Slightly Death
Huh7_Lx2_sh_REG+TGFB_021023_10x_23.tif,2217.7394,323.7567,60.2844,0.2659,1.0935,0.9096,1.8204,10,Slightly Death
RRC+LX2sh_DMSO_3_140623.tif,3507.6665,244.8442,79.1785,0.7353,1.3574,0.974,1.1206,9,Slightly Death
RRC_Lx2_sh_REG+_021023_10x_29.tif,4588.1392,528.3306,93.5174,0.2066,1.4433,0.9019,2.0092,8,Slightly Death
HuH7+LX2_SCR_REG_1_200623_10x.tif,2529.3371,368.8176,67.5446,0.2337,1.0936,0.8712,1.877,9,Slightly Death
Huh7_Lx2_sh_REG+TGFB_021023_10x_21.tif,3455.5925,336.7476,73.7901,0.3829,1.0632,0.9404,1.5482,10,Slightly Death
Huh7_Lx2_scr_REG+_021023_10x_27.tif,4199.0173,490.1863,84.3556,0.2196,1.1926,0.9135,2.0024,13,Slightly Death
Huh7_Lx2_sh_DMSO_021023_10x_3.tif,3621.2977,760.1398,99.0137,0.0788,1.3397,0.7296,2.894,125,Slightly Death
HuH7_Lx2_scr_REG+_051023_10x_25.tif,4482.6135,816.2893,93.4657,0.0845,1.1524,0.8248,3.0193,23,Slightly Death
Huh7_Lx2_sh_REG+TGFB_021023_10x_24.tif,3183.8426,402.0993,70.6646,0.2475,1.1042,0.9166,1.8991,7,Slightly Death
Huh7_Lx2_sh_REG+_021023_10x_32.tif,3042.2128,444.8168,71.7715,0.1932,1.1128,0.9154,2.1372,14,Slightly Death
RRC_Lx2_sh_DMSO+TGFB_061023_10x_8.tif,5093.5859,587.5648,103.0127,0.1854,1.2877,0.8872,2.057,11,Slightly Death
HuH7+LX2_SCR_DMSO_1_170623_10x.tif,3784.8592,301.4308,80.3341,0.5235,1.0861,0.9329,1.2967,4,Slightly Death
Huh7_Lx2_sh_REG+TGFB_021023_10x_25.tif,3970.4143,472.7491,82.2649,0.2232,1.0929,0.9164,1.9848,6,Slightly Death
HuH7_Lx2_sh_REG+_051023_10x_18.tif,2223.8895,410.5605,61.4987,0.1658,1.0762,0.8951,2.2725,15,Slightly Death
HuH7_Lx2_sh_DMSO_051023_10x_1.tif,4763.5037,924.5121,104.6105,0.07,1.1809,0.7992,3.1309,28,Slightly Death
HuH7+LX2_SH_DMSO_2_170623_10x.tif,4058.4069,263.1742,85.301,0.7363,1.3555,0.9796,1.1157,10,Slightly Death
RRC_Lx2_scr_DMSO_021023_10x_9.tif,4816.8411,802.93,91.1917,0.0939,1.1483,0.8739,2.9844,15,Slightly Death
HuH7_Lx2_sh_REG+_051023_10x_32.tif,2917.6775,501.6974,73.9635,0.1457,1.0298,0.8637,2.3577,26,Slightly Death
Huh7_Lx2_sh_REG+_021023_10x_31.tif,2595.8707,387.5284,66.8785,0.2172,1.007,0.8905,1.9945,15,Slightly Death
Huh7_Lx2_sh_REG+_021023_10x_30.tif,2651.5094,372.853,64.8638,0.2397,1.0709,0.912,1.9265,14,Slightly Death
Huh7_Lx2_sh_REG+TGFB_021023_10x_26.tif,3979.3754,508.1112,82.81,0.1937,1.035,0.9253,2.1461,9,Slightly Death
RRC_Lx2_scr_DMSO_061023_10x_9.tif,6197.5472,867.5027,119.0551,0.1035,1.3081,0.8938,2.7003,19,Slightly Death
